@RELATION medidor_tres_janela_quinze

@ATTRIBUTE medida_um		REAL
@ATTRIBUTE medida_dois		REAL
@ATTRIBUTE medida_tres		REAL
@ATTRIBUTE medida_quatro	REAL
@ATTRIBUTE medida_cinco		REAL
@ATTRIBUTE medida_seis		REAL
@ATTRIBUTE medida_sete		REAL
@ATTRIBUTE medida_oito		REAL
@ATTRIBUTE medida_nove		REAL
@ATTRIBUTE medida_dez		REAL
@ATTRIBUTE medida_onze		REAL
@ATTRIBUTE medida_doze		REAL
@ATTRIBUTE medida_treze		REAL
@ATTRIBUTE medida_quatorze	REAL
@ATTRIBUTE valor_predito	REAL
@ATTRIBUTE dia_de_semana	REAL
@ATTRIBUTE fim_de_semana	REAL
@ATTRIBUTE estacao_do_ano	REAL
@DATA
49.500,47.300,47.300,46.200,47.300,46.200,49.500,47.300,46.200,48.400,47.300,24.200,39.600,22.000,20.900,1,0,4
47.300,47.300,46.200,47.300,46.200,49.500,47.300,46.200,48.400,47.300,24.200,39.600,22.000,20.900,40.700,1,0,4
47.300,46.200,47.300,46.200,49.500,47.300,46.200,48.400,47.300,24.200,39.600,22.000,20.900,40.700,20.900,1,0,4
46.200,47.300,46.200,49.500,47.300,46.200,48.400,47.300,24.200,39.600,22.000,20.900,40.700,20.900,3.300,1,0,4
47.300,46.200,49.500,47.300,46.200,48.400,47.300,24.200,39.600,22.000,20.900,40.700,20.900,3.300,14.300,1,0,4
46.200,49.500,47.300,46.200,48.400,47.300,24.200,39.600,22.000,20.900,40.700,20.900,3.300,14.300,0.000,1,0,4
49.500,47.300,46.200,48.400,47.300,24.200,39.600,22.000,20.900,40.700,20.900,3.300,14.300,0.000,18.700,1,0,4
47.300,46.200,48.400,47.300,24.200,39.600,22.000,20.900,40.700,20.900,3.300,14.300,0.000,18.700,1.100,1,0,4
46.200,48.400,47.300,24.200,39.600,22.000,20.900,40.700,20.900,3.300,14.300,0.000,18.700,1.100,25.300,1,0,4
48.400,47.300,24.200,39.600,22.000,20.900,40.700,20.900,3.300,14.300,0.000,18.700,1.100,25.300,3.300,1,0,4
47.300,24.200,39.600,22.000,20.900,40.700,20.900,3.300,14.300,0.000,18.700,1.100,25.300,3.300,25.300,1,0,4
24.200,39.600,22.000,20.900,40.700,20.900,3.300,14.300,0.000,18.700,1.100,25.300,3.300,25.300,4.400,1,0,4
39.600,22.000,20.900,40.700,20.900,3.300,14.300,0.000,18.700,1.100,25.300,3.300,25.300,4.400,26.400,1,0,4
22.000,20.900,40.700,20.900,3.300,14.300,0.000,18.700,1.100,25.300,3.300,25.300,4.400,26.400,4.400,1,0,4
20.900,40.700,20.900,3.300,14.300,0.000,18.700,1.100,25.300,3.300,25.300,4.400,26.400,4.400,25.300,1,0,4
40.700,20.900,3.300,14.300,0.000,18.700,1.100,25.300,3.300,25.300,4.400,26.400,4.400,25.300,25.300,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,27.500,25.300,45.100,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,27.500,25.300,45.100,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,27.500,25.300,45.100,46.200,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,27.500,25.300,45.100,46.200,46.200,49.500,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,27.500,25.300,45.100,46.200,46.200,49.500,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,27.500,25.300,45.100,46.200,46.200,49.500,46.200,49.500,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,27.500,25.300,45.100,46.200,46.200,49.500,46.200,49.500,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,27.500,25.300,45.100,46.200,46.200,49.500,46.200,49.500,46.200,46.200,1,0,4
25.300,25.300,25.300,25.300,27.500,25.300,45.100,46.200,46.200,49.500,46.200,49.500,46.200,46.200,47.300,1,0,4
25.300,25.300,25.300,27.500,25.300,45.100,46.200,46.200,49.500,46.200,49.500,46.200,46.200,47.300,46.200,1,0,4
25.300,25.300,27.500,25.300,45.100,46.200,46.200,49.500,46.200,49.500,46.200,46.200,47.300,46.200,48.400,1,0,4
25.300,27.500,25.300,45.100,46.200,46.200,49.500,46.200,49.500,46.200,46.200,47.300,46.200,48.400,39.600,1,0,4
27.500,25.300,45.100,46.200,46.200,49.500,46.200,49.500,46.200,46.200,47.300,46.200,48.400,39.600,34.100,1,0,4
25.300,45.100,46.200,46.200,49.500,46.200,49.500,46.200,46.200,47.300,46.200,48.400,39.600,34.100,35.200,1,0,4
45.100,46.200,46.200,49.500,46.200,49.500,46.200,46.200,47.300,46.200,48.400,39.600,34.100,35.200,35.200,1,0,4
46.200,46.200,49.500,46.200,49.500,46.200,46.200,47.300,46.200,48.400,39.600,34.100,35.200,35.200,30.800,1,0,4
46.200,49.500,46.200,49.500,46.200,46.200,47.300,46.200,48.400,39.600,34.100,35.200,35.200,30.800,33.000,1,0,4
49.500,46.200,49.500,46.200,46.200,47.300,46.200,48.400,39.600,34.100,35.200,35.200,30.800,33.000,29.700,1,0,4
46.200,49.500,46.200,46.200,47.300,46.200,48.400,39.600,34.100,35.200,35.200,30.800,33.000,29.700,20.900,1,0,4
49.500,46.200,46.200,47.300,46.200,48.400,39.600,34.100,35.200,35.200,30.800,33.000,29.700,20.900,20.900,1,0,4
46.200,46.200,47.300,46.200,48.400,39.600,34.100,35.200,35.200,30.800,33.000,29.700,20.900,20.900,22.000,1,0,4
46.200,47.300,46.200,48.400,39.600,34.100,35.200,35.200,30.800,33.000,29.700,20.900,20.900,22.000,1.100,1,0,4
47.300,46.200,48.400,39.600,34.100,35.200,35.200,30.800,33.000,29.700,20.900,20.900,22.000,1.100,6.600,1,0,4
46.200,48.400,39.600,34.100,35.200,35.200,30.800,33.000,29.700,20.900,20.900,22.000,1.100,6.600,12.100,1,0,4
48.400,39.600,34.100,35.200,35.200,30.800,33.000,29.700,20.900,20.900,22.000,1.100,6.600,12.100,9.900,1,0,4
39.600,34.100,35.200,35.200,30.800,33.000,29.700,20.900,20.900,22.000,1.100,6.600,12.100,9.900,16.500,1,0,4
34.100,35.200,35.200,30.800,33.000,29.700,20.900,20.900,22.000,1.100,6.600,12.100,9.900,16.500,16.500,1,0,4
35.200,35.200,30.800,33.000,29.700,20.900,20.900,22.000,1.100,6.600,12.100,9.900,16.500,16.500,25.300,1,0,4
35.200,30.800,33.000,29.700,20.900,20.900,22.000,1.100,6.600,12.100,9.900,16.500,16.500,25.300,26.400,1,0,4
30.800,33.000,29.700,20.900,20.900,22.000,1.100,6.600,12.100,9.900,16.500,16.500,25.300,26.400,25.300,1,0,4
33.000,29.700,20.900,20.900,22.000,1.100,6.600,12.100,9.900,16.500,16.500,25.300,26.400,25.300,25.300,1,0,4
29.700,20.900,20.900,22.000,1.100,6.600,12.100,9.900,16.500,16.500,25.300,26.400,25.300,25.300,25.300,1,0,4
20.900,20.900,22.000,1.100,6.600,12.100,9.900,16.500,16.500,25.300,26.400,25.300,25.300,25.300,25.300,1,0,4
20.900,22.000,1.100,6.600,12.100,9.900,16.500,16.500,25.300,26.400,25.300,25.300,25.300,25.300,25.300,1,0,4
25.300,25.300,25.300,25.300,28.600,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,44.000,0,1,4
25.300,25.300,25.300,28.600,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,44.000,47.300,0,1,4
25.300,25.300,28.600,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,44.000,47.300,47.300,0,1,4
25.300,28.600,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,44.000,47.300,47.300,46.200,0,1,4
28.600,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,44.000,47.300,47.300,46.200,46.200,0,1,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,44.000,47.300,47.300,46.200,46.200,46.200,0,1,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,44.000,47.300,47.300,46.200,46.200,46.200,47.300,0,1,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,44.000,47.300,47.300,46.200,46.200,46.200,47.300,46.200,0,1,4
25.300,25.300,25.300,25.300,25.300,25.300,44.000,47.300,47.300,46.200,46.200,46.200,47.300,46.200,46.200,0,1,4
25.300,25.300,25.300,25.300,25.300,44.000,47.300,47.300,46.200,46.200,46.200,47.300,46.200,46.200,46.200,0,1,4
25.300,25.300,25.300,25.300,44.000,47.300,47.300,46.200,46.200,46.200,47.300,46.200,46.200,46.200,39.600,0,1,4
25.300,25.300,25.300,44.000,47.300,47.300,46.200,46.200,46.200,47.300,46.200,46.200,46.200,39.600,38.500,0,1,4
25.300,25.300,44.000,47.300,47.300,46.200,46.200,46.200,47.300,46.200,46.200,46.200,39.600,38.500,30.800,0,1,4
25.300,44.000,47.300,47.300,46.200,46.200,46.200,47.300,46.200,46.200,46.200,39.600,38.500,30.800,40.700,0,1,4
44.000,47.300,47.300,46.200,46.200,46.200,47.300,46.200,46.200,46.200,39.600,38.500,30.800,40.700,26.400,0,1,4
47.300,47.300,46.200,46.200,46.200,47.300,46.200,46.200,46.200,39.600,38.500,30.800,40.700,26.400,38.500,0,1,4
47.300,46.200,46.200,46.200,47.300,46.200,46.200,46.200,39.600,38.500,30.800,40.700,26.400,38.500,22.000,0,1,4
46.200,46.200,46.200,47.300,46.200,46.200,46.200,39.600,38.500,30.800,40.700,26.400,38.500,22.000,36.300,0,1,4
46.200,46.200,47.300,46.200,46.200,46.200,39.600,38.500,30.800,40.700,26.400,38.500,22.000,36.300,30.800,0,1,4
46.200,47.300,46.200,46.200,46.200,39.600,38.500,30.800,40.700,26.400,38.500,22.000,36.300,30.800,35.200,0,1,4
47.300,46.200,46.200,46.200,39.600,38.500,30.800,40.700,26.400,38.500,22.000,36.300,30.800,35.200,25.300,0,1,4
46.200,46.200,46.200,39.600,38.500,30.800,40.700,26.400,38.500,22.000,36.300,30.800,35.200,25.300,16.500,0,1,4
46.200,46.200,39.600,38.500,30.800,40.700,26.400,38.500,22.000,36.300,30.800,35.200,25.300,16.500,5.500,0,1,4
46.200,39.600,38.500,30.800,40.700,26.400,38.500,22.000,36.300,30.800,35.200,25.300,16.500,5.500,25.300,0,1,4
39.600,38.500,30.800,40.700,26.400,38.500,22.000,36.300,30.800,35.200,25.300,16.500,5.500,25.300,25.300,0,1,4
38.500,30.800,40.700,26.400,38.500,22.000,36.300,30.800,35.200,25.300,16.500,5.500,25.300,25.300,25.300,0,1,4
30.800,40.700,26.400,38.500,22.000,36.300,30.800,35.200,25.300,16.500,5.500,25.300,25.300,25.300,25.300,0,1,4
40.700,26.400,38.500,22.000,36.300,30.800,35.200,25.300,16.500,5.500,25.300,25.300,25.300,25.300,24.200,0,1,4
26.400,38.500,22.000,36.300,30.800,35.200,25.300,16.500,5.500,25.300,25.300,25.300,25.300,24.200,25.300,0,1,4
38.500,22.000,36.300,30.800,35.200,25.300,16.500,5.500,25.300,25.300,25.300,25.300,24.200,25.300,25.300,0,1,4
22.000,36.300,30.800,35.200,25.300,16.500,5.500,25.300,25.300,25.300,25.300,24.200,25.300,25.300,24.200,0,1,4
36.300,30.800,35.200,25.300,16.500,5.500,25.300,25.300,25.300,25.300,24.200,25.300,25.300,24.200,25.300,0,1,4
30.800,35.200,25.300,16.500,5.500,25.300,25.300,25.300,25.300,24.200,25.300,25.300,24.200,25.300,24.200,0,1,4
35.200,25.300,16.500,5.500,25.300,25.300,25.300,25.300,24.200,25.300,25.300,24.200,25.300,24.200,25.300,0,1,4
24.200,24.200,25.300,24.200,25.300,24.200,24.200,24.200,25.300,24.200,26.400,25.300,24.200,25.300,44.000,0,1,4
24.200,25.300,24.200,25.300,24.200,24.200,24.200,25.300,24.200,26.400,25.300,24.200,25.300,44.000,45.100,0,1,4
25.300,24.200,25.300,24.200,24.200,24.200,25.300,24.200,26.400,25.300,24.200,25.300,44.000,45.100,45.100,0,1,4
24.200,25.300,24.200,24.200,24.200,25.300,24.200,26.400,25.300,24.200,25.300,44.000,45.100,45.100,46.200,0,1,4
25.300,24.200,24.200,24.200,25.300,24.200,26.400,25.300,24.200,25.300,44.000,45.100,45.100,46.200,46.200,0,1,4
24.200,24.200,24.200,25.300,24.200,26.400,25.300,24.200,25.300,44.000,45.100,45.100,46.200,46.200,46.200,0,1,4
24.200,24.200,25.300,24.200,26.400,25.300,24.200,25.300,44.000,45.100,45.100,46.200,46.200,46.200,46.200,0,1,4
24.200,25.300,24.200,26.400,25.300,24.200,25.300,44.000,45.100,45.100,46.200,46.200,46.200,46.200,46.200,0,1,4
25.300,24.200,26.400,25.300,24.200,25.300,44.000,45.100,45.100,46.200,46.200,46.200,46.200,46.200,47.300,0,1,4
24.200,26.400,25.300,24.200,25.300,44.000,45.100,45.100,46.200,46.200,46.200,46.200,46.200,47.300,46.200,0,1,4
26.400,25.300,24.200,25.300,44.000,45.100,45.100,46.200,46.200,46.200,46.200,46.200,47.300,46.200,29.700,0,1,4
25.300,24.200,25.300,44.000,45.100,45.100,46.200,46.200,46.200,46.200,46.200,47.300,46.200,29.700,46.200,0,1,4
24.200,25.300,44.000,45.100,45.100,46.200,46.200,46.200,46.200,46.200,47.300,46.200,29.700,46.200,26.400,0,1,4
25.300,44.000,45.100,45.100,46.200,46.200,46.200,46.200,46.200,47.300,46.200,29.700,46.200,26.400,47.300,0,1,4
44.000,45.100,45.100,46.200,46.200,46.200,46.200,46.200,47.300,46.200,29.700,46.200,26.400,47.300,28.600,0,1,4
45.100,45.100,46.200,46.200,46.200,46.200,46.200,47.300,46.200,29.700,46.200,26.400,47.300,28.600,47.300,0,1,4
45.100,46.200,46.200,46.200,46.200,46.200,47.300,46.200,29.700,46.200,26.400,47.300,28.600,47.300,28.600,0,1,4
46.200,46.200,46.200,46.200,46.200,47.300,46.200,29.700,46.200,26.400,47.300,28.600,47.300,28.600,47.300,0,1,4
46.200,46.200,46.200,46.200,47.300,46.200,29.700,46.200,26.400,47.300,28.600,47.300,28.600,47.300,28.600,0,1,4
46.200,46.200,46.200,47.300,46.200,29.700,46.200,26.400,47.300,28.600,47.300,28.600,47.300,28.600,47.300,0,1,4
46.200,46.200,47.300,46.200,29.700,46.200,26.400,47.300,28.600,47.300,28.600,47.300,28.600,47.300,28.600,0,1,4
46.200,47.300,46.200,29.700,46.200,26.400,47.300,28.600,47.300,28.600,47.300,28.600,47.300,28.600,26.400,0,1,4
47.300,46.200,29.700,46.200,26.400,47.300,28.600,47.300,28.600,47.300,28.600,47.300,28.600,26.400,15.400,0,1,4
46.200,29.700,46.200,26.400,47.300,28.600,47.300,28.600,47.300,28.600,47.300,28.600,26.400,15.400,20.900,0,1,4
29.700,46.200,26.400,47.300,28.600,47.300,28.600,47.300,28.600,47.300,28.600,26.400,15.400,20.900,25.300,0,1,4
46.200,26.400,47.300,28.600,47.300,28.600,47.300,28.600,47.300,28.600,26.400,15.400,20.900,25.300,25.300,0,1,4
26.400,47.300,28.600,47.300,28.600,47.300,28.600,47.300,28.600,26.400,15.400,20.900,25.300,25.300,25.300,0,1,4
47.300,28.600,47.300,28.600,47.300,28.600,47.300,28.600,26.400,15.400,20.900,25.300,25.300,25.300,26.400,0,1,4
28.600,47.300,28.600,47.300,28.600,47.300,28.600,26.400,15.400,20.900,25.300,25.300,25.300,26.400,25.300,0,1,4
47.300,28.600,47.300,28.600,47.300,28.600,26.400,15.400,20.900,25.300,25.300,25.300,26.400,25.300,25.300,0,1,4
28.600,47.300,28.600,47.300,28.600,26.400,15.400,20.900,25.300,25.300,25.300,26.400,25.300,25.300,27.500,0,1,4
47.300,28.600,47.300,28.600,26.400,15.400,20.900,25.300,25.300,25.300,26.400,25.300,25.300,27.500,26.400,0,1,4
28.600,47.300,28.600,26.400,15.400,20.900,25.300,25.300,25.300,26.400,25.300,25.300,27.500,26.400,25.300,0,1,4
47.300,28.600,26.400,15.400,20.900,25.300,25.300,25.300,26.400,25.300,25.300,27.500,26.400,25.300,25.300,0,1,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,29.700,25.300,45.100,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,29.700,25.300,45.100,47.300,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,29.700,25.300,45.100,47.300,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,29.700,25.300,45.100,47.300,46.200,49.500,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,29.700,25.300,45.100,47.300,46.200,49.500,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,29.700,25.300,45.100,47.300,46.200,49.500,46.200,49.500,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,29.700,25.300,45.100,47.300,46.200,49.500,46.200,49.500,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,29.700,25.300,45.100,47.300,46.200,49.500,46.200,49.500,46.200,47.300,1,0,4
25.300,25.300,25.300,25.300,29.700,25.300,45.100,47.300,46.200,49.500,46.200,49.500,46.200,47.300,49.500,1,0,4
25.300,25.300,25.300,29.700,25.300,45.100,47.300,46.200,49.500,46.200,49.500,46.200,47.300,49.500,46.200,1,0,4
25.300,25.300,29.700,25.300,45.100,47.300,46.200,49.500,46.200,49.500,46.200,47.300,49.500,46.200,47.300,1,0,4
25.300,29.700,25.300,45.100,47.300,46.200,49.500,46.200,49.500,46.200,47.300,49.500,46.200,47.300,48.400,1,0,4
29.700,25.300,45.100,47.300,46.200,49.500,46.200,49.500,46.200,47.300,49.500,46.200,47.300,48.400,46.200,1,0,4
25.300,45.100,47.300,46.200,49.500,46.200,49.500,46.200,47.300,49.500,46.200,47.300,48.400,46.200,49.500,1,0,4
45.100,47.300,46.200,49.500,46.200,49.500,46.200,47.300,49.500,46.200,47.300,48.400,46.200,49.500,25.300,1,0,4
47.300,46.200,49.500,46.200,49.500,46.200,47.300,49.500,46.200,47.300,48.400,46.200,49.500,25.300,45.100,1,0,4
46.200,49.500,46.200,49.500,46.200,47.300,49.500,46.200,47.300,48.400,46.200,49.500,25.300,45.100,25.300,1,0,4
49.500,46.200,49.500,46.200,47.300,49.500,46.200,47.300,48.400,46.200,49.500,25.300,45.100,25.300,40.700,1,0,4
46.200,49.500,46.200,47.300,49.500,46.200,47.300,48.400,46.200,49.500,25.300,45.100,25.300,40.700,33.000,1,0,4
49.500,46.200,47.300,49.500,46.200,47.300,48.400,46.200,49.500,25.300,45.100,25.300,40.700,33.000,41.800,1,0,4
46.200,47.300,49.500,46.200,47.300,48.400,46.200,49.500,25.300,45.100,25.300,40.700,33.000,41.800,28.600,1,0,4
47.300,49.500,46.200,47.300,48.400,46.200,49.500,25.300,45.100,25.300,40.700,33.000,41.800,28.600,9.900,1,0,4
49.500,46.200,47.300,48.400,46.200,49.500,25.300,45.100,25.300,40.700,33.000,41.800,28.600,9.900,1.100,1,0,4
46.200,47.300,48.400,46.200,49.500,25.300,45.100,25.300,40.700,33.000,41.800,28.600,9.900,1.100,17.600,1,0,4
47.300,48.400,46.200,49.500,25.300,45.100,25.300,40.700,33.000,41.800,28.600,9.900,1.100,17.600,11.000,1,0,4
48.400,46.200,49.500,25.300,45.100,25.300,40.700,33.000,41.800,28.600,9.900,1.100,17.600,11.000,25.300,1,0,4
46.200,49.500,25.300,45.100,25.300,40.700,33.000,41.800,28.600,9.900,1.100,17.600,11.000,25.300,25.300,1,0,4
49.500,25.300,45.100,25.300,40.700,33.000,41.800,28.600,9.900,1.100,17.600,11.000,25.300,25.300,25.300,1,0,4
25.300,45.100,25.300,40.700,33.000,41.800,28.600,9.900,1.100,17.600,11.000,25.300,25.300,25.300,25.300,1,0,4
45.100,25.300,40.700,33.000,41.800,28.600,9.900,1.100,17.600,11.000,25.300,25.300,25.300,25.300,25.300,1,0,4
25.300,40.700,33.000,41.800,28.600,9.900,1.100,17.600,11.000,25.300,25.300,25.300,25.300,25.300,25.300,1,0,4
40.700,33.000,41.800,28.600,9.900,1.100,17.600,11.000,25.300,25.300,25.300,25.300,25.300,25.300,25.300,1,0,4
33.000,41.800,28.600,9.900,1.100,17.600,11.000,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,1,0,4
41.800,28.600,9.900,1.100,17.600,11.000,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,30.800,25.300,44.000,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,30.800,25.300,44.000,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,30.800,25.300,44.000,46.200,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,30.800,25.300,44.000,46.200,46.200,48.400,1,0,4
25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,30.800,25.300,44.000,46.200,46.200,48.400,47.300,1,0,4
25.300,25.300,25.300,24.200,25.300,25.300,28.600,30.800,25.300,44.000,46.200,46.200,48.400,47.300,48.400,1,0,4
25.300,25.300,24.200,25.300,25.300,28.600,30.800,25.300,44.000,46.200,46.200,48.400,47.300,48.400,46.200,1,0,4
25.300,24.200,25.300,25.300,28.600,30.800,25.300,44.000,46.200,46.200,48.400,47.300,48.400,46.200,48.400,1,0,4
24.200,25.300,25.300,28.600,30.800,25.300,44.000,46.200,46.200,48.400,47.300,48.400,46.200,48.400,47.300,1,0,4
25.300,25.300,28.600,30.800,25.300,44.000,46.200,46.200,48.400,47.300,48.400,46.200,48.400,47.300,46.200,1,0,4
25.300,28.600,30.800,25.300,44.000,46.200,46.200,48.400,47.300,48.400,46.200,48.400,47.300,46.200,37.400,1,0,4
28.600,30.800,25.300,44.000,46.200,46.200,48.400,47.300,48.400,46.200,48.400,47.300,46.200,37.400,37.400,1,0,4
30.800,25.300,44.000,46.200,46.200,48.400,47.300,48.400,46.200,48.400,47.300,46.200,37.400,37.400,36.300,1,0,4
25.300,44.000,46.200,46.200,48.400,47.300,48.400,46.200,48.400,47.300,46.200,37.400,37.400,36.300,31.900,1,0,4
44.000,46.200,46.200,48.400,47.300,48.400,46.200,48.400,47.300,46.200,37.400,37.400,36.300,31.900,30.800,1,0,4
46.200,46.200,48.400,47.300,48.400,46.200,48.400,47.300,46.200,37.400,37.400,36.300,31.900,30.800,36.300,1,0,4
46.200,48.400,47.300,48.400,46.200,48.400,47.300,46.200,37.400,37.400,36.300,31.900,30.800,36.300,25.300,1,0,4
48.400,47.300,48.400,46.200,48.400,47.300,46.200,37.400,37.400,36.300,31.900,30.800,36.300,25.300,24.200,1,0,4
47.300,48.400,46.200,48.400,47.300,46.200,37.400,37.400,36.300,31.900,30.800,36.300,25.300,24.200,38.500,1,0,4
48.400,46.200,48.400,47.300,46.200,37.400,37.400,36.300,31.900,30.800,36.300,25.300,24.200,38.500,24.200,1,0,4
46.200,48.400,47.300,46.200,37.400,37.400,36.300,31.900,30.800,36.300,25.300,24.200,38.500,24.200,38.500,1,0,4
48.400,47.300,46.200,37.400,37.400,36.300,31.900,30.800,36.300,25.300,24.200,38.500,24.200,38.500,1.100,1,0,4
47.300,46.200,37.400,37.400,36.300,31.900,30.800,36.300,25.300,24.200,38.500,24.200,38.500,1.100,0.000,1,0,4
46.200,37.400,37.400,36.300,31.900,30.800,36.300,25.300,24.200,38.500,24.200,38.500,1.100,0.000,11.000,1,0,4
37.400,37.400,36.300,31.900,30.800,36.300,25.300,24.200,38.500,24.200,38.500,1.100,0.000,11.000,8.800,1,0,4
37.400,36.300,31.900,30.800,36.300,25.300,24.200,38.500,24.200,38.500,1.100,0.000,11.000,8.800,15.400,1,0,4
36.300,31.900,30.800,36.300,25.300,24.200,38.500,24.200,38.500,1.100,0.000,11.000,8.800,15.400,20.900,1,0,4
31.900,30.800,36.300,25.300,24.200,38.500,24.200,38.500,1.100,0.000,11.000,8.800,15.400,20.900,14.300,1,0,4
30.800,36.300,25.300,24.200,38.500,24.200,38.500,1.100,0.000,11.000,8.800,15.400,20.900,14.300,25.300,1,0,4
36.300,25.300,24.200,38.500,24.200,38.500,1.100,0.000,11.000,8.800,15.400,20.900,14.300,25.300,25.300,1,0,4
25.300,24.200,38.500,24.200,38.500,1.100,0.000,11.000,8.800,15.400,20.900,14.300,25.300,25.300,25.300,1,0,4
24.200,38.500,24.200,38.500,1.100,0.000,11.000,8.800,15.400,20.900,14.300,25.300,25.300,25.300,25.300,1,0,4
38.500,24.200,38.500,1.100,0.000,11.000,8.800,15.400,20.900,14.300,25.300,25.300,25.300,25.300,25.300,1,0,4
24.200,38.500,1.100,0.000,11.000,8.800,15.400,20.900,14.300,25.300,25.300,25.300,25.300,25.300,25.300,1,0,4
25.300,25.300,24.200,25.300,25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,24.200,45.100,1,0,4
25.300,24.200,25.300,25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,24.200,45.100,46.200,1,0,4
24.200,25.300,25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,24.200,45.100,46.200,49.500,1,0,4
25.300,25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,24.200,45.100,46.200,49.500,46.200,1,0,4
25.300,25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,24.200,45.100,46.200,49.500,46.200,46.200,1,0,4
25.300,25.300,25.300,25.300,24.200,25.300,25.300,28.600,24.200,45.100,46.200,49.500,46.200,46.200,49.500,1,0,4
25.300,25.300,25.300,24.200,25.300,25.300,28.600,24.200,45.100,46.200,49.500,46.200,46.200,49.500,47.300,1,0,4
25.300,25.300,24.200,25.300,25.300,28.600,24.200,45.100,46.200,49.500,46.200,46.200,49.500,47.300,46.200,1,0,4
25.300,24.200,25.300,25.300,28.600,24.200,45.100,46.200,49.500,46.200,46.200,49.500,47.300,46.200,48.400,1,0,4
24.200,25.300,25.300,28.600,24.200,45.100,46.200,49.500,46.200,46.200,49.500,47.300,46.200,48.400,27.500,1,0,4
25.300,25.300,28.600,24.200,45.100,46.200,49.500,46.200,46.200,49.500,47.300,46.200,48.400,27.500,45.100,1,0,4
25.300,28.600,24.200,45.100,46.200,49.500,46.200,46.200,49.500,47.300,46.200,48.400,27.500,45.100,20.900,1,0,4
28.600,24.200,45.100,46.200,49.500,46.200,46.200,49.500,47.300,46.200,48.400,27.500,45.100,20.900,24.200,1,0,4
24.200,45.100,46.200,49.500,46.200,46.200,49.500,47.300,46.200,48.400,27.500,45.100,20.900,24.200,20.900,1,0,4
45.100,46.200,49.500,46.200,46.200,49.500,47.300,46.200,48.400,27.500,45.100,20.900,24.200,20.900,22.000,1,0,4
46.200,49.500,46.200,46.200,49.500,47.300,46.200,48.400,27.500,45.100,20.900,24.200,20.900,22.000,23.100,1,0,4
49.500,46.200,46.200,49.500,47.300,46.200,48.400,27.500,45.100,20.900,24.200,20.900,22.000,23.100,22.000,1,0,4
46.200,46.200,49.500,47.300,46.200,48.400,27.500,45.100,20.900,24.200,20.900,22.000,23.100,22.000,24.200,1,0,4
46.200,49.500,47.300,46.200,48.400,27.500,45.100,20.900,24.200,20.900,22.000,23.100,22.000,24.200,23.100,1,0,4
49.500,47.300,46.200,48.400,27.500,45.100,20.900,24.200,20.900,22.000,23.100,22.000,24.200,23.100,24.200,1,0,4
