@RELATION medidor_dois_janela_quinze

@ATTRIBUTE medida_um	REAL
@ATTRIBUTE medida_dois	REAL
@ATTRIBUTE medida_tres	REAL
@ATTRIBUTE medida_quatro	REAL
@ATTRIBUTE medida_cincoo	REAL
@ATTRIBUTE medida_seis	REAL
@ATTRIBUTE medida_sete	REAL
@ATTRIBUTE medida_oito	REAL
@ATTRIBUTE medida_nove	REAL
@ATTRIBUTE medida_dez	REAL
@ATTRIBUTE medida_onze	REAL
@ATTRIBUTE medida_doze	REAL
@ATTRIBUTE medida_treze	REAL
@ATTRIBUTE medida_quatorze	REAL
@ATTRIBUTE valor_predito	REAL
@ATTRIBUTE dia_de_semana	REAL
@ATTRIBUTE fim_de_semana	REAL
@ATTRIBUTE estacao_do_ano	REAL
@DATA
28.017,40.469,34.243,28.017,37.356,24.904,3.113,24.904,37.356,28.017,28.017,40.469,18.678,37.356,24.904,0,1,1
40.469,34.243,28.017,37.356,24.904,3.113,24.904,37.356,28.017,28.017,40.469,18.678,37.356,24.904,37.356,0,1,1
34.243,28.017,37.356,24.904,3.113,24.904,37.356,28.017,28.017,40.469,18.678,37.356,24.904,37.356,3.113,0,1,1
28.017,37.356,24.904,3.113,24.904,37.356,28.017,28.017,40.469,18.678,37.356,24.904,37.356,3.113,28.017,0,1,1
37.356,24.904,3.113,24.904,37.356,28.017,28.017,40.469,18.678,37.356,24.904,37.356,3.113,28.017,3.113,0,1,1
24.904,3.113,24.904,37.356,28.017,28.017,40.469,18.678,37.356,24.904,37.356,3.113,28.017,3.113,24.904,0,1,1
3.113,24.904,37.356,28.017,28.017,40.469,18.678,37.356,24.904,37.356,3.113,28.017,3.113,24.904,3.113,0,1,1
24.904,37.356,28.017,28.017,40.469,18.678,37.356,24.904,37.356,3.113,28.017,3.113,24.904,3.113,21.791,0,1,1
37.356,28.017,28.017,40.469,18.678,37.356,24.904,37.356,3.113,28.017,3.113,24.904,3.113,21.791,34.243,0,1,1
28.017,28.017,40.469,18.678,37.356,24.904,37.356,3.113,28.017,3.113,24.904,3.113,21.791,34.243,24.904,0,1,1
28.017,40.469,18.678,37.356,24.904,37.356,3.113,28.017,3.113,24.904,3.113,21.791,34.243,24.904,34.243,0,1,1
40.469,18.678,37.356,24.904,37.356,3.113,28.017,3.113,24.904,3.113,21.791,34.243,24.904,34.243,3.113,0,1,1
18.678,37.356,24.904,37.356,3.113,28.017,3.113,24.904,3.113,21.791,34.243,24.904,34.243,3.113,24.904,0,1,1
37.356,24.904,37.356,3.113,28.017,3.113,24.904,3.113,21.791,34.243,24.904,34.243,3.113,24.904,34.243,0,1,1
24.904,37.356,3.113,28.017,3.113,24.904,3.113,21.791,34.243,24.904,34.243,3.113,24.904,34.243,28.017,0,1,1
37.356,3.113,28.017,3.113,24.904,3.113,21.791,34.243,24.904,34.243,3.113,24.904,34.243,28.017,28.017,0,1,1
3.113,28.017,3.113,24.904,3.113,21.791,34.243,24.904,34.243,3.113,24.904,34.243,28.017,28.017,46.695,0,1,1
28.017,3.113,24.904,3.113,21.791,34.243,24.904,34.243,3.113,24.904,34.243,28.017,28.017,46.695,24.904,0,1,1
3.113,24.904,3.113,21.791,34.243,24.904,34.243,3.113,24.904,34.243,28.017,28.017,46.695,24.904,37.356,0,1,1
24.904,3.113,21.791,34.243,24.904,34.243,3.113,24.904,34.243,28.017,28.017,46.695,24.904,37.356,21.791,0,1,1
3.113,21.791,34.243,24.904,34.243,3.113,24.904,34.243,28.017,28.017,46.695,24.904,37.356,21.791,37.356,0,1,1
21.791,34.243,24.904,34.243,3.113,24.904,34.243,28.017,28.017,46.695,24.904,37.356,21.791,37.356,18.678,0,1,1
46.695,40.469,34.243,37.356,3.113,37.356,28.017,34.243,34.243,46.695,24.904,37.356,34.243,3.113,40.469,1,0,1
40.469,34.243,37.356,3.113,37.356,28.017,34.243,34.243,46.695,24.904,37.356,34.243,3.113,40.469,34.243,1,0,1
34.243,37.356,3.113,37.356,28.017,34.243,34.243,46.695,24.904,37.356,34.243,3.113,40.469,34.243,0.623,1,0,1
37.356,3.113,37.356,28.017,34.243,34.243,46.695,24.904,37.356,34.243,3.113,40.469,34.243,0.623,0.000,1,0,1
3.113,37.356,28.017,34.243,34.243,46.695,24.904,37.356,34.243,3.113,40.469,34.243,0.623,0.000,0.000,1,0,1
37.356,28.017,34.243,34.243,46.695,24.904,37.356,34.243,3.113,40.469,34.243,0.623,0.000,0.000,0.311,1,0,1
28.017,34.243,34.243,46.695,24.904,37.356,34.243,3.113,40.469,34.243,0.623,0.000,0.000,0.311,0.000,1,0,1
34.243,34.243,46.695,24.904,37.356,34.243,3.113,40.469,34.243,0.623,0.000,0.000,0.311,0.000,0.000,1,0,1
34.243,46.695,24.904,37.356,34.243,3.113,40.469,34.243,0.623,0.000,0.000,0.311,0.000,0.000,0.311,1,0,1
46.695,24.904,37.356,34.243,3.113,40.469,34.243,0.623,0.000,0.000,0.311,0.000,0.000,0.311,0.000,1,0,1
24.904,37.356,34.243,3.113,40.469,34.243,0.623,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,1,0,1
37.356,34.243,3.113,40.469,34.243,0.623,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
34.243,3.113,40.469,34.243,0.623,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
3.113,40.469,34.243,0.623,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
40.469,34.243,0.623,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
34.243,0.623,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.623,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.623,0.311,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,1,0,1
0.311,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,1,0,1
0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,1,0,1
0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,115.181,1,0,1
21.791,43.582,3.113,43.582,21.791,37.356,3.113,3.113,43.582,0.311,0.000,0.311,0.000,0.000,0.000,1,0,1
43.582,3.113,43.582,21.791,37.356,3.113,3.113,43.582,0.311,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
3.113,43.582,21.791,37.356,3.113,3.113,43.582,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
43.582,21.791,37.356,3.113,3.113,43.582,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
21.791,37.356,3.113,3.113,43.582,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
37.356,3.113,3.113,43.582,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
3.113,3.113,43.582,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
3.113,43.582,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
43.582,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.623,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.623,0.000,1,0,1
0.311,0.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.311,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.311,0.311,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.311,0.311,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.311,0.311,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.311,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.311,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.623,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,1,0,1
0.623,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
0.311,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,1,0,1
0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,1,0,1
0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,1,0,1
0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,1,0,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,0,1
0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.311,0.000,0.000,0.000,0.000,0,1,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.000,0.000,0.000,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.000,0.000,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.000,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.311,0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,1,1
